"word","length","n_synsets","n_synonyms","n_consonants","n_vowels","n_hypernyms","n_hyponyms","n_consonantconjuncts","n_syllables","frequency","label","avg_simplicity_rank"
"हसद",0.166666666666667,0,0,0.5,0,0,0,0,0.333333333333333,0.00140844356853,1,3
"उड़ैच",0.5,0,0,0.25,0.75,0,0,0,0.333333333333333,0,1,2.33333333333333
"अनुषंग",0.4,0.6,0.493150684931507,0.25,0.666666666666667,0.280487804878049,0.264705882352941,0,0.333333333333333,0.00023498813952,1,2.77777777777778
"शीघ्रग",0.428571428571429,1,0.980263157894737,0.5,0.4,0.122222222222222,0.138845553822153,0.5,0.25,7.5350488198333E-05,1,2.5
"सुप्त",0.142857142857143,0,0.125,0.2,0.4,0.652173913043478,0,0.5,0,0.36162526816977,1,2.33333333333333
"गंदा",0.285714285714286,0.6,0.541095890410959,0,0.5,0,0,0,0.25,0.162255361383785,1,3
"गन्दा",0.428571428571429,0.4,0.534246575342466,0.333333333333333,0.5,0,0,0.5,0.25,0.019237222853461,1,3
"गर्हित",0.571428571428571,0.4,0.616438356164384,0.666666666666667,0.5,0,0,0.5,0.25,0.009961168330694,1,1
"अश्रुयस",0.714285714285714,0,0.10958904109589,0.666666666666667,0.75,0.386363636363636,0,0.5,0.5,0,1,1.66666666666667
"अर्थशून्य",1,0,0.143835616438356,1,1,0,0,1,0.75,0.001110027246123,1,2.66666666666667
"वृथा",0.285714285714286,0,0.143835616438356,0,0.5,0,0,0,0.25,0.014733088903091,1,3
"सोलपोल",0.571428571428571,0,0.143835616438356,0.666666666666667,0.5,0,0,0,0.5,0,1,3
"अर्थगत",0.571428571428571,0.2,0.164383561643836,0.666666666666667,0.5,0,0,0.5,0.5,0.003430993306199,1,3
"अलीक",0.285714285714286,0,0.431506849315069,0,0.5,0.363636363636364,0.063829787234043,0,0.25,0.004854105760424,1,3.15384615384615
"अँतर्गडु",0.857142857142857,0,0.143835616438356,0.666666666666667,1,0,0,0.5,0.5,0,1,2
"त्रुटि",0.428571428571429,0,0.194805194805195,0.333333333333333,0.5,0,0.158730158730159,0.5,0.666666666666667,0.039122685766438,1,2.44444444444444
"विस्मृति",0.714285714285714,0,0,0.666666666666667,0.75,0.096153846153846,0,0.5,0.666666666666667,0.006330465364567,1,2.5
"विस्मरण",0.571428571428571,0,0,1,0.25,0.096153846153846,0,0.5,0.666666666666667,0.00284494127991,1,2.75
"प्रस्मृति",0.857142857142857,0,0,1,0.75,0.096153846153846,0,1,1,0,1,3
"अस्मरण",0.428571428571429,0,0,0.666666666666667,0.25,0.096153846153846,0,0.5,0.666666666666667,1.88406707278779E-05,1,2.75
"सप्तक",0.2,0,0,0.333333333333333,0.333333333333333,0,0,0.5,0,0.008842002229533,1,1.8
"सरगम",0,0,0,0.333333333333333,0,0,0,0,0.5,0.013551211289051,1,2.6
"स्वरग्राम",1,0,0,1,1,0,0,1,1,0,1,2.2
"उत्थानशील",0.666666666666667,0,0.454545454545454,0.6,0.333333333333333,0,0,0.5,0.333333333333333,7.34558209147086E-05,1,2.16666666666667
"अभ्युत्थायी",1,1,0.636363636363636,0.6,1,0,0,1,0.333333333333333,0,1,2.5
"प्रगतिकर्ता",1,0,0,1,0.333333333333333,0.428571428571429,0,1,1,5.16795865633075E-05,1,2.16666666666667
"अग्रगामी",0.5,0,0.363636363636364,0.4,0.333333333333333,0.257142857142857,0.384615384615385,0.5,0.333333333333333,0.000889094807027,1,2.33333333333333
"अग्रदर्शी",0.666666666666667,0,0.363636363636364,0.6,0.333333333333333,0,0,1,0.333333333333333,5.16795865633075E-05,1,2.33333333333333
"निष्पन्न",0.833333333333333,0.5,0.389380530973451,1,0.75,0,0,1,0.333333333333333,0.250387838503232,1,2.375
"संजात",0.333333333333333,0,0.150442477876106,0.333333333333333,0.5,0,0,0,0.333333333333333,0.000478431977776,1,2.83333333333333
"प्रसून",0.5,0.5,0.247787610619469,0.666666666666667,0.5,0.4,1,0.5,0.666666666666667,0.016587878289464,1,2.66666666666667
"संवृत्त",0.666666666666667,0.25,0.345132743362832,0.666666666666667,0.75,0.86,0,0.5,0.333333333333333,0.000143140447553,1,2.73333333333333
"अवजनित",0.5,0,0.150442477876106,0.666666666666667,0.5,0,0,0,1,0,1,2
"अधिज",0.166666666666667,0.25,0.230088495575221,0,0.5,0,0,0,0.333333333333333,0.000402830567294,1,2.28571428571429
"सम्पूरित",0.833333333333333,0,0.212389380530973,1,0.75,0,0,0.5,0.666666666666667,1.84348459600253E-05,1,2.66666666666667
"परिपूरित",0.833333333333333,0.25,0.353982300884956,1,0.75,0,0,0,1,9.15390368047068E-05,1,2.66666666666667
"साधित",0.333333333333333,0,0.212389380530973,0.333333333333333,0.5,0,0,0,0.333333333333333,4.97652134648888E-05,1,3
"अवसित",0.333333333333333,1,0.982300884955752,0.333333333333333,0.5,0,0,0,0.666666666666667,7.74707223346532E-05,1,3.2
"संहृत",0.333333333333333,0.5,0.707964601769911,0.333333333333333,0.5,0,0,0,0.333333333333333,7.35020143891437E-06,1,2.57142857142857
"बान्धव",0.4,0.5,1,0.5,0.333333333333333,1,1,1,0,0.000525120188841,1,3
"विचक्षण",0.5,0,0.470588235294118,0.666666666666667,0.333333333333333,0.652173913043478,0.625,0.333333333333333,1,0.001525113410073,1,3
"आवर्धन",0.333333333333333,0,0,0.4,0.25,0,0,0.333333333333333,0.666666666666667,0.001264214080247,1,2.5
"इज़ाफ़ा",0.5,0,0,0,1,0,0,0,0.666666666666667,0.000128253602344,1,3.25
"संवर्द्धन",0.833333333333333,0.333333333333333,0.527777777777778,0.8,0.5,0.271186440677966,0,0.666666666666667,0.666666666666667,0.002896532655532,1,2.75
"वर्द्धन",0.5,0,0,0.6,0.25,0,0,0.666666666666667,0.333333333333333,0.000614617912531,1,2.625
"संवर्धन",0.5,0.333333333333333,0.527777777777778,0.6,0.25,0.271186440677966,0,0.333333333333333,0.666666666666667,0.014960699431853,1,2.875
"प्रवर्धन",0.666666666666667,0,0,0.8,0.25,0,0,0.666666666666667,1,0.000807831131646,1,3
"प्रवर्द्धन",1,0,0,1,0.5,0,0,1,1,4.1640779981778E-05,1,2.375
"अभिवृद्धि",0.833333333333333,0.166666666666667,0.055555555555556,0.4,1,0.033898305084746,0.052631578947369,0.333333333333333,1,0.001660634305673,1,3
"आप्यान",0.333333333333333,0,0,0.2,0.5,0,0,0.333333333333333,0.333333333333333,0,1,2.75
"आफ़जाई",0.333333333333333,0,0,0,0.75,0,0,0,0.333333333333333,3.99751487825069E-05,1,2.625
"आफजाई",0.166666666666667,0,0,0,0.5,0,0,0,0.666666666666667,0.000651261798915,1,2.75
"संधारण",0.333333333333333,0,0,0.25,0.333333333333333,0,0,0,0.2,0.013092748303385,1,3
"समृद्धि",0.222222222222222,0,0,0.285714285714286,0.25,0,0,0.5,0.25,1,1,1.5
"संपन्नता",0.333333333333333,0,0,0.428571428571429,0.25,0,0,0.5,0.25,0.125705034468352,1,2
"सम्पन्नता",0.444444444444444,0,0,0.571428571428571,0.25,0,0,1,0.25,0.097242531857113,1,2
"समृद्धता",0.333333333333333,0,0,0.428571428571429,0.25,0,0,0.5,0.25,0.013212868184667,1,1.5
"समृद्धिपूर्णता",1,0,0,0.857142857142857,1,0,0,1,0.75,0,1,1
"धनधान्यपूर्णता",1,0,0,1,0.75,0,0,1,1,0,1,3
"ऐश्वर्यता",0.444444444444444,0,0,0.428571428571429,0.5,0,0,1,0.25,0.000313348652601,1,2.5
"वैभवता",0.111111111111111,0,0,0.285714285714286,0,0,0,0,0.25,0.003707959055776,1,2
"ऋद्धि",0,1,0.076923076923077,0,0.25,1,0,0.5,0,0.028410277835805,1,2.5
"अवसायिता",0.333333333333333,0,0,0.285714285714286,0.5,0,0,0,0.75,0,1,2.5
"आढ्यता",0.111111111111111,0,0,0.142857142857143,0.25,0,0,0.5,0,0,1,2.5
"आसूदगी",0.111111111111111,1,1,0.142857142857143,0.25,0.214285714285714,0.181818181818182,0,0.25,0.001746119308776,1,2.33333333333333
"लौहमल",0.285714285714286,0.083333333333333,0.292682926829268,0.5,0,0.028846153846154,0.015873015873016,0,0.6,1.72517898731993E-05,1,2.5
"लौहज",0.142857142857143,0.083333333333333,0.292682926829268,0.25,0,0.028846153846154,0.015873015873016,0,0.4,0,1,3
"लौहकिट्ट",0.714285714285714,0.083333333333333,0.292682926829268,0.75,0.666666666666667,0.028846153846154,0.015873015873016,1,0.6,0,1,2.5
"मंडूर",0.285714285714286,0.083333333333333,0.097560975609756,0.25,0.333333333333333,0,0,0,0.4,0.000621064435435,1,2.5
"मण्डूर",0.428571428571429,0.083333333333333,0.097560975609756,0.5,0.333333333333333,0,0,1,0.4,0.000759078754421,1,2.5
"सङ्घात",0.571428571428571,0.363636363636364,0.747572815533981,0.666666666666667,0.5,0.303571428571428,0.513487475915222,1,0.333333333333333,4.19816499263227E-05,1,1.91666666666667
"प्रबंध",0.333333333333333,1,0.553571428571429,0.333333333333333,0.25,1,0.62111801242236,0.333333333333333,0.4,0.383770996080186,1,3
"इंतिजाम",0.444444444444444,0,0.285714285714286,0.166666666666667,0.75,0.080645161290323,0.559006211180124,0,0.4,0.00023616778409,1,2.5
"इन्तज़ाम",0.555555555555556,0,0.285714285714286,0.333333333333333,0.75,0.080645161290323,0.559006211180124,0.333333333333333,0.4,0.000149572929924,1,2
"इन्तिजाम",0.555555555555556,0,0.285714285714286,0.333333333333333,0.75,0.080645161290323,0.559006211180124,0.333333333333333,0.4,0.000217799178661,1,2.5
"प्रबन्ध",0.444444444444444,1,0.553571428571429,0.5,0.25,1,0.62111801242236,0.666666666666667,0.4,0.034988726494939,1,3
"बंदोबस्त",0.555555555555556,0,0.285714285714286,0.5,0.5,0.080645161290323,0.559006211180124,0.333333333333333,0.4,0.018861933689334,1,1
"बन्दोबस्त",0.666666666666667,0,0.285714285714286,0.666666666666667,0.5,0.080645161290323,0.559006211180124,0.666666666666667,0.4,0.001792251072595,1,2.5
"जोगाड़",0.333333333333333,0,0.285714285714286,0.166666666666667,0.5,0.080645161290323,0.559006211180124,0,0.2,0.000209926919191,1,2.5
"तजवीज",0.222222222222222,0.75,1,0.333333333333333,0,0.370967741935484,1,0,0.4,0.000647795973903,1,2.71428571428571
"तजवीज़",0.333333333333333,0.75,1,0.333333333333333,0.25,0.370967741935484,1,0,0.4,0.00059005138876,1,2.71428571428571
"अधीक्षण",0.444444444444444,0,0,0.333333333333333,0.5,0.080645161290323,0,0.333333333333333,0.4,0,1,2.5
"प्रबंधकाव्य",0.888888888888889,0,0.053571428571429,0.833333333333333,0.75,0,0,0.666666666666667,1,0.002511838583488,1,2.5
"प्रबन्धकाव्य",1,0,0.053571428571429,1,0.75,0,0,1,1,0.000905908997323,1,1.5
"वृंत",0,0.125,0.269230769230769,0,0.333333333333333,0.0625,0.916666666666667,0,0,0.009908183498615,1,2.5
"चूची",0,0.25,0.461538461538462,0,0.333333333333333,0.208333333333333,0.444444444444444,0,0.5,0.510305679602491,1,2.5
"चूचुक",0.333333333333333,0.125,0.134615384615385,0.333333333333333,0.333333333333333,0.125,0,0,0.5,0.031126029905401,1,2.5
"चूँची",0.333333333333333,0,0.076923076923077,0,0.666666666666667,0,0,0,0.5,0.001220628623741,1,2
"चुचुक",0.333333333333333,0,0.076923076923077,0.333333333333333,0.333333333333333,0,0,0,0.5,0.009002136100092,1,2
"चूचक",0,0,0.076923076923077,0.333333333333333,0,0,0,0,0.5,0.016478486420507,1,2.5
"ढेपनी",0.333333333333333,0.125,0.211538461538462,0.333333333333333,0.333333333333333,0.0625,0,0,0.5,0,1,1.5
"ढिपनी",0.333333333333333,0.125,0.211538461538462,0.333333333333333,0.333333333333333,0.0625,0,0,0.5,0,1,2.5
"ढिंपनी",0.666666666666667,0,0.076923076923077,0.333333333333333,0.666666666666667,0,0,0,0.5,0,1,2
"पिप्पलक",1,0,0.076923076923077,1,0.333333333333333,0,0,1,1,0,1,1.5
"डंठल",0,0.125,0.057692307692308,0.333333333333333,0,0.104166666666667,0.916666666666667,0,0.5,0.026502153756297,1,1.5
"डंडी",0,0.875,1,0,0.333333333333333,0.75,1,0,0.5,0.039729031977369,1,3
"डंठी",0,0,0,0,0.333333333333333,0.020833333333333,0.916666666666667,0,0.5,0,1,1.5
"डँठा",0,0,0,0,0.333333333333333,0.020833333333333,0.916666666666667,0,0.5,0,1,1.5
"डंठा",0,0,0,0,0.333333333333333,0.020833333333333,0.916666666666667,0,0.5,0,1,1.5
"डाँड़ी",0.666666666666667,1,0.653846153846154,0,1,1,1,0,0.5,0.000365043440169,1,2
"पवि",0.2,0.142857142857143,0.41304347826087,0,0.25,0.287671232876712,0.085,0,0,0.000259635286945,1,2.5
"मसविदा",0.8,0.047619047619048,0.108695652173913,0.666666666666667,0.5,0.031963470319635,0,0,1,0.000516759572076,1,2.61904761904762
"तदबीर",0.6,0,0.078260869565217,0.666666666666667,0.25,0,0,0,0.666666666666667,0.002221560765519,1,3.1
"परेता",0.5,0.2,0.043478260869565,1,0.5,0.473684210526316,0,0,1,0,1,2.5
"घिर्री",1,0,0,1,1,0,0,1,0,0.002974419988102,1,1.5
"पण",0,0.789473684210526,0.2225,0.25,0,0.698473282442748,0.157503714710253,0,0,0.069166991793858,1,2.94117647058824
"ईसर",0.142857142857143,0.052631578947369,0.285,0.25,0.25,0.053435114503817,0.114413075780089,0,0.333333333333333,0.001968539685931,1,3
"सम्पुट",0.6,0.384615384615385,0.401869158878505,0.666666666666667,0.333333333333333,0.418604651162791,0.18019801980198,1,0.333333333333333,0.032960427930977,1,2.55
"करपात्र",0.8,0,0.065420560747664,1,0.333333333333333,0.038759689922481,0,1,1,0.000791765637371,1,2.65714285714286
"अञ्जलि",0.6,0.076923076923077,0.177570093457944,0.333333333333333,0.666666666666667,0.124031007751938,0,1,0.333333333333333,0.002375296912114,1,2.28571428571429
"अँजुरी",0.6,0.076923076923077,0.177570093457944,0,1,0.124031007751938,0,0,0.666666666666667,0.015307468989179,1,2.82857142857143
"अंजुरी",0.6,0.076923076923077,0.177570093457944,0,1,0.124031007751938,0,0,0.666666666666667,0.060702032198469,1,3
"अंजलिपुट",1,0,0.065420560747664,0.666666666666667,1,0.038759689922481,0,0,1,0,1,2.68571428571429
"शफरुक",0.4,0,0.037383177570094,0.666666666666667,0,0,0.161386138613861,0,0.666666666666667,0,1,2.325
"आस्पद",0.4,0.384615384615385,0.476635514018692,0.333333333333333,0.333333333333333,0.364341085271318,1,1,0.333333333333333,5.15706409269428E-05,1,2.85714285714286
"पत्रपुट",0.8,0,0,1,0.333333333333333,0.038759689922481,0,1,0.666666666666667,0,1,2.42857142857143
"सर्जक",0.111111111111111,0.75,0.361538461538461,0.25,0,1,0.113095238095238,0.5,0,0.023521202135903,1,2.5
"सृजक",0,0,0.046153846153846,0,0,0.011764705882353,0.083333333333333,0,0,0.006106665324542,1,2.5
"सृजनकर्ता",0.555555555555556,0,0.046153846153846,0.75,0.4,0.011764705882353,0.083333333333333,0.5,1,0.005586592178771,1,2
"स्रष्टा",0.333333333333333,0,0.046153846153846,0.25,0.4,0.011764705882353,0.083333333333333,1,0.333333333333333,0.008824466925026,1,2
"सृजनहार",0.333333333333333,0,0.046153846153846,0.5,0.2,0.011764705882353,0.083333333333333,0,0.666666666666667,0.001744761521298,1,2
"सृष्टिकर्ता",0.777777777777778,0,0.046153846153846,0.75,0.8,0.011764705882353,0.083333333333333,1,0.666666666666667,0.011659704397135,1,1.5
"सिरजनहार",0.444444444444444,0,0.046153846153846,0.75,0.2,0.011764705882353,0.083333333333333,0,1,0.001828644286745,1,2
"रचनाकार",0.333333333333333,0,0.046153846153846,0.5,0.2,0.011764705882353,0.083333333333333,0,0.666666666666667,0.349875014679484,1,2.5
"रचयिता",0.222222222222222,0,0.046153846153846,0.25,0.2,0.011764705882353,0.083333333333333,0,0.666666666666667,0.070226651232238,1,3
"रचेता",0.111111111111111,0,0.046153846153846,0,0.2,0.011764705882353,0.083333333333333,0,0.333333333333333,0.001275018034795,1,3
"प्रणेता",0.333333333333333,0,0.046153846153846,0.25,0.4,0.011764705882353,0.083333333333333,0.5,0.666666666666667,0.03732783062392,1,3
"फिल्मनिर्माता",1,0,0,1,1,0,0,1,1,0.000805274548291,1,2.5
"प्रोड्यूसर",0.666666666666667,0,0,0.75,0.6,0,0,1,0.666666666666667,0.147985974801617,1,3
"प्रड्यूसर",0.555555555555556,0,0,0.75,0.4,0,0,1,0.666666666666667,0.014176187360545,1,3
"संयंत्र",1,1,1,1,1,1,1,1,1,0.058945464325583,1,2.54545454545455
"कार्यरत",0.555555555555556,1,0.222222222222222,1,0.333333333333333,0,0,0.5,0.5,0.512501232682571,1,3
"अभिक्रांती",0.888888888888889,0,0.111111111111111,0.666666666666667,1,1,0,0.5,0.75,0,1,2
"अभिक्रान्ती",1,0,0.111111111111111,1,1,1,0,1,0.75,0,1,2
"तेजोमंडित",0.777777777777778,0,0.19375,0.6,0.8,0,0,0,0.75,0,1,1.33333333333333
"तेजपूर्ण",0.666666666666667,0,0.19375,0.6,0.6,0,0,0.333333333333333,0.5,0.001080865830418,1,2.66666666666667
"कांतिमान",0.666666666666667,0,0.19375,0.4,0.8,0,0,0,0.5,0.007765167676423,1,2.33333333333333
"कान्तिमान",0.777777777777778,0,0.19375,0.6,0.8,0,0,0.333333333333333,0.5,0.005546548340302,1,2
"कांतिमान्",0.777777777777778,0,0.19375,0.4,1,0,0,0.333333333333333,0.5,0.000255994538783,1,2.33333333333333
"कान्तिमान्",0.888888888888889,0,0.19375,0.6,1,0,0,0.666666666666667,0.5,0.000227550701141,1,2.33333333333333
"कांतियुक्त",0.888888888888889,0,0.19375,0.6,1,0,0,0.333333333333333,0.5,0.00088175896692,1,2
"कान्तियुक्त",1,0,0.19375,0.8,1,0,0,0.666666666666667,0.5,0.000654208265779,1,1.66666666666667
"जाज्वल्यमान",1,0,0.19375,1,0.8,0,0,0.666666666666667,0.75,0.003612367380607,1,1.66666666666667
"देदीप्यमान",0.888888888888889,0,0.19375,0.8,0.8,0,0,0.333333333333333,0.75,0.009471797934977,1,1
"आलोकित",0.444444444444444,0.090909090909091,0.2875,0.2,0.6,0,0,0,0.5,0.027756324814164,1,2.33333333333333
"दीप्त",0.333333333333333,0,0.08125,0.2,0.4,0.018867924528302,0.0625,0.333333333333333,0,0.017464516312541,1,1.66666666666667
"प्रकाशवान",0.777777777777778,0,0.19375,0.8,0.6,0,0,0.333333333333333,1,0.007082515573001,1,2.33333333333333
"द्युतिमान्",0.888888888888889,0.181818181818182,0.01875,0.6,1,0.056603773584906,0,0.666666666666667,0.75,5.68876752851495E-05,1,2.33333333333333
"द्युतिमान",0.777777777777778,0.181818181818182,0.01875,0.6,0.8,0.056603773584906,0,0.333333333333333,0.75,0.001848849446767,1,1.66666666666667
"द्युत",0.333333333333333,0,0.19375,0.2,0.4,0,0,0.333333333333333,0.25,0.003242597491254,1,1.66666666666667
"द्युतिमंत",0.777777777777778,0,0.19375,0.6,0.8,0,0,0.333333333333333,0.75,0,1,1
"द्युतिमन्त",0.888888888888889,0,0.19375,0.8,0.8,0,0,0.666666666666667,0.75,0,1,1.33333333333333
"चक",0,0.181818181818182,0.204545454545455,0.25,0,0.054545454545455,0,0,0,0.270369168117567,1,3
"नभि",0.2,0,0.045454545454546,0.25,0.333333333333333,0.012121212121212,0,0,0,0,1,3
"अरि",0.2,0.545454545454545,0.852272727272727,0,0.666666666666667,0.703030303030303,0.101694915254237,0,0.5,0.005778157399924,1,3
"दोषिक",0.6,0,0,1,0.333333333333333,0,0,0,0.5,7.21641300974937E-06,1,2.5
"अपाटव",0.6,1,1,1,0.333333333333333,0.716666666666667,0.842105263157895,0,1,0,1,2.5
"अन्ववेक्षा",1,0,0,1,1,0.04,0,1,1,0,1,2.33333333333333
"पछतावा",0.428571428571429,0,0,0.5,0.333333333333333,0,0,0,1,0.146279463873055,1,2
"ग्लानि",0.428571428571429,0,0,0.25,0.666666666666667,0,0,0.5,0.666666666666667,0.101371129255893,1,3
"बंकिम",0.222222222222222,0,0.117283950617284,0.2,0.25,0,0,0,0.25,0.060973077721642,1,3
"कुंचित",0.333333333333333,0.25,0.141975308641975,0.2,0.5,0,0,0,0.25,0.005467506401827,1,3
"वंक",0,0,0.006172839506173,0,0,0.021739130434783,0,0,0,0.000707308205601,1,2.33333333333333
"बंक",0,0.25,0.203703703703704,0,0,0,0,0,0,0.033392392653907,1,2.33333333333333
"बंकट",0.111111111111111,0,0.117283950617284,0.2,0,0,0,0,0.25,0.002699148730016,1,2
"उँकारी",0.333333333333333,0,0.117283950617284,0,0.75,0,0,0,0.5,0,1,2.66666666666667
"प्रतिकुंचित",0.888888888888889,0,0.117283950617284,0.8,1,0,0,0.5,1,0,1,2
"प्रतिकुञ्चित",1,0,0.117283950617284,1,1,0,0,1,1,0,1,1.33333333333333
"बंगा",0.111111111111111,0,0,0,0.25,0.467391304347826,0,0,0.25,0.101391099730085,1,2.33333333333333
"अटित",0.111111111111111,0.5,0.148148148148148,0,0.25,0,0,0,0.25,0,1,1.66666666666667
"मदनी",0,1,0.814285714285714,0.5,0,0.25,1,0,0,0.009894693328104,1,2.75
"कोठीवाल",0.666666666666667,0,0,0.666666666666667,0.666666666666667,0,0,0,0.5,0.000659525596416,1,1
"ब्योहरिया",1,0,0,1,1,0,0,1,1,0,1,1
"साहू",0.166666666666667,1,0.045454545454546,0,0.333333333333333,0.6,0,0,0.25,1,1,3
"कराहती",0.5,0.5,0.5,0.6,0.333333333333333,0.724137931034483,0.222222222222222,0,1,0.046966731898239,1,3
"कराह",0.25,0.5,0.5,0.4,0,0.724137931034483,0.222222222222222,0,0.5,0.384417057701232,1,3
"आर्तनाद",0.625,0.5,0.333333333333333,0.6,0.666666666666667,0.896551724137931,0,0.333333333333333,1,0.030732738617027,1,2
"आर्तस्वर",0.75,0,0.166666666666667,0.8,0.666666666666667,0.379310344827586,0,0.666666666666667,1,0.000257824988398,1,2
"आर्त्तनाद",0.875,0.5,0.333333333333333,0.8,1,0.896551724137931,0,0.666666666666667,1,0.003300159851493,1,2
"आर्त्तस्वर",1,0,0.166666666666667,1,1,0.379310344827586,0,1,1,0.000154694993039,1,2
"सङ्केत",0.6,0.5,0.441558441558442,0.75,0.5,0.255474452554744,0.543933054393305,0.5,0.333333333333333,3.08025211458258E-05,1,3
"इङ्ग",0.2,0.375,0.571428571428571,0.25,0.5,0.058394160583942,0.518828451882845,0.5,0,0,1,2.75
"केतु",0.2,0.75,1,0.25,0.5,1,1,0,0.333333333333333,0.093472973738447,1,3.14285714285714
"प्रतिरूप",1,0.375,0.025974025974026,1,1,0.204379562043796,0,0.5,1,0.03606818495176,1,2.5
"आत्मसमुद्भवा",1,0.333333333333333,1,1,1,0.056603773584906,0.6,1,1,0,1,2.55555555555556
"वेग",0,0.666666666666667,1,0,0,0.63768115942029,0.655172413793103,0,0,0.044114842704495,1,2.5
"रवानी",0.4,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.420289855072464,1,0,1,0.025172017213648,1,3
"आस्यंदन",0.8,0.166666666666667,0.377777777777778,0.666666666666667,1,0,0.655172413793103,0.5,1,0,1,2.33333333333333
"आस्यन्दन",1,0.166666666666667,0.377777777777778,1,1,0,0.655172413793103,1,1,0,1,2.33333333333333
"आस्राव",0.6,0.166666666666667,0.155555555555556,0.333333333333333,1,0.057971014492754,0.758620689655172,0.5,0.5,1.8141227115796E-05,1,2
"परिष्यंद",1,0,0,1,1,0.043478260869565,0,0.5,1,0,1,1.75
"व्यवहारशील",1,0,0.052631578947369,1,0.333333333333333,0,0,0.5,1,0.000468757324333,1,1.5
"अमली",0,1,1,0,0,0.227272727272727,0,0,0,0.001640650635166,1,2
"वालिदा",0.428571428571429,0,0.051162790697675,0.4,0.5,0.244444444444444,0.00724112961622,0,0.5,0.000524492692812,1,3
"अनवरत",0,0,0.6875,0.5,0,0,0,0,1,0.017556216646762,1,2.25
"अविरत",0,0,0.375,0,0.25,1,1,0,0.5,0.000961446902142,1,3
"अविश्रांत",0.8,1,1,0.5,1,0,0,0.5,0.5,6.62221080556831E-05,1,2
"अविश्रान्त",1,1,1,1,1,0,0,1,0.5,2.452670668729E-05,1,2.25
"पण्य",0.2,0.166666666666667,0.314285714285714,0.333333333333333,0,0.254545454545454,1,1,0.333333333333333,0.002055514521659,1,1.6
"पैंठ",0.2,0.5,0.428571428571429,0,0.5,0.290909090909091,0.685185185185185,0,0,0.000709010238384,1,3
"पैठ",0,1,1,0,0,1,0.981481481481482,0,0,0.013617699195901,1,3
"पण्यशाला",1,0,0.114285714285714,1,1,0,0,1,1,9.04349793857179E-06,1,2
"ख़ादिम",0.571428571428571,0,0.372093023255814,0.333333333333333,0.75,0.105263157894737,0.068062827225131,0,0.333333333333333,7.43815176804868E-06,1,2
"खादिम",0.428571428571429,0,0.372093023255814,0.333333333333333,0.5,0.105263157894737,0.068062827225131,0,0.333333333333333,0.004496362743785,1,3
"टहलुआ",0.428571428571429,0,0.372093023255814,0.333333333333333,0.5,0.105263157894737,0.068062827225131,0,0.666666666666667,2.2314455304146E-05,1,2.5
"ताबेदार",0.714285714285714,0,0.372093023255814,0.666666666666667,0.75,0.105263157894737,0.068062827225131,0,0.666666666666667,0.000443924167879,1,2.5
"नफर",0.142857142857143,0.25,0.546511627906977,0.333333333333333,0,0.219298245614035,0.516579406631763,0,0.333333333333333,0.000254598965939,1,3
"नफ़र",0.285714285714286,0.25,0.546511627906977,0.333333333333333,0.25,0.219298245614035,0.516579406631763,0,0,6.47825021904551E-05,1,3
"अभिसर",0.428571428571429,0.5,0.813953488372093,0.333333333333333,0.5,0.596491228070175,0.148342059336824,0,0.666666666666667,9.05950130231316E-06,1,2.5
"अभिसारी",0.714285714285714,0.5,0.5,0.333333333333333,1,0.298245614035088,0.068062827225131,0,1,0.000241739932462,1,3
"पारिकुट",0.714285714285714,0,0.372093023255814,0.666666666666667,0.75,0.105263157894737,0.068062827225131,0,0.666666666666667,7.43815176804868E-06,1,2.5
"अवराधक",0.571428571428571,0,0.372093023255814,0.666666666666667,0.5,0.105263157894737,0.068062827225131,0,1,0,1,2.5
"चकरिहा",0.571428571428571,0,0.372093023255814,0.666666666666667,0.5,0.105263157894737,0.068062827225131,0,1,0,1,2.5
"आश्रित",0.571428571428571,0.25,0.430232558139535,0.333333333333333,0.75,0.447368421052632,0.068062827225131,1,0.333333333333333,0.076716066689473,1,2.75
"वृन्द",0.428571428571429,0.25,0.441860465116279,0.333333333333333,0.5,0.31578947368421,0.771378708551483,1,0,0.001347208188804,1,3
"वृंद",0.285714285714286,0.25,0.441860465116279,0,0.5,0.31578947368421,0.771378708551483,0,0,0.001156237955855,1,3
"खेढ़ा",0.428571428571429,0,0.337209302325581,0,0.75,0,0.771378708551483,0,0.333333333333333,0,1,2.25
"निकुरंब",0.714285714285714,0,0.337209302325581,0.666666666666667,0.75,0,0.771378708551483,0,0.666666666666667,0,1,2.25
"निकुरम्ब",0.857142857142857,0,0.337209302325581,1,0.75,0,0.771378708551483,1,0.666666666666667,3.4721860536175E-06,1,2.75
"सङ्कुल",0.571428571428571,0.75,1,0.666666666666667,0.5,0.271929824561403,0.863874345549738,1,0.333333333333333,2.21825720881295E-05,1,1.83333333333333
"झँडूला",0.571428571428571,0.75,0.372093023255814,0.333333333333333,0.75,1,0.771378708551483,0,0.666666666666667,1.04165581608525E-05,1,2.25
"इश्तिराक",0.6,1,1,0.25,0.75,0.791666666666667,1,1,0,2.97643585497971E-07,1,2
"इश्तराक",0.4,1,1,0.25,0.5,0.791666666666667,1,1,0,2.97643585497971E-07,1,2
"इशतिराक",0.4,1,1,0.25,0.5,0.791666666666667,1,0,0.5,2.97643585497971E-07,1,1.5
